time,orderId,event,publishTimeTaken,relayDelay
1570624642072,LTFGQMDF9HR3,PATCH,729,71825
1570624714652,LT4ANEDFC2QL0,PATCH,929,29259
1570624561530,LTFGQMRM8E67,PATCH,1824,112059
1570624561712,LTFGQMWWEVZP,CREATE,1574,106324
1570624561712,LT4ANE90ECGTE,PATCH,2005,112216
1570624563939,LT4ANE2Z0LZNI,PATCH,4056,111865
1570624563935,LTFGQMNBNFS3,PATCH,4073,112500
1570624563935,LTFGQMWB9Q9I,UPDATE,4088,112724
1570624438635,LT4ANDRVXMX70,UPDATE,352,12446
1570624438635,LTFGQMADEEHZ,PATCH,598,19875
1570624634865,LTFGQKXM07KW,UPDATE,147,77665
1570624709991,LT4ANEDS7ZEDO,PATCH,300,41049
1570624709652,LTFGQM3LIWTF,UPDATE,2336,43460
1570624709960,LTFGQN0GOO30,CREATE,2075,39124
1570624709983,LT16YHZTY2XP40,PATCH,350,35273
1570624709745,LTFGQMW9DH1W,PATCH,2296,42597
1570624709960,LTFGQN0H14ZR,CREATE,2063,38543
1570624709863,LTFGQMZLRCN9,PATCH,1995,39220
1570624709960,LTFGQMVQHZG9,UPDATE,2097,39369
1570624709858,LTFGQMZIC03Y,PATCH,2122,40418
1570624709990,LTFGQMUUI93Z,PATCH,360,43733
1570624426143,LT4ANECRYKXXA,CREATE,697,49623
1570624709683,LT4ANEE3VD8GE,CREATE,2341,43461
1570624709633,LT16YHZTY2XP40,PATCH,1614,36593
1570624653284,LT4ANEDSUMF4M,CREATE,2128,53689
1570624564957,LT4ANE73XUCZE,PATCH,4903,110479
1570624564983,LTFGQMKP23Q8,PATCH,1251,109566
1570624638448,LTFGQMTSGWE7,PATCH,2987,66897
1570624429525,LT4ANE9RLOAM4,PATCH,856,27420
1570624425218,LTFGQMVJSPN1,CREATE,2124,51488
1570624633985,LTFGQMVNLESK,UPDATE,2059,83015
1570624425118,LTFGQM688NY8,UPDATE,297,55470
1570624425189,LTFGQM1VK8UA,PATCH,2126,56701
1570624634050,LTFGQMT52CZJ,PATCH,1980,80870
1570624425185,LTFGQMVFIQ6X,CREATE,2150,58636
1570624425189,LT16YHYWD25ZEK,UPDATE,2119,55545
1570624425222,LT4ANECR5QV20,CREATE,2139,53546
1570624425243,LT4ANE901B62A,PATCH,1328,60041
1570624435468,LTFGQMR21SDC,PATCH,1020,27878
1570624645888,LTFGQMX02LUQ,PATCH,3180,67106
1570624646391,LTFGQMWWWH4D,PATCH,761,67966
1570624717787,LTFGQM7J7OMZ,PATCH,3780,27431
1570624645888,LTFGQMX4DCRL,PATCH,3178,66700
1570624435484,LT4ANEBV8UBX8,PATCH,1082,29418
1570624436266,LT4ANEBV1Y2DO,PATCH,1594,19547
1570624436266,LTFGQMW9JSB7,CREATE,1593,19213
1570624646726,LTFGQHJVQUI6,PATCH,141,64224
1570624646485,LTFGQHJVQUI6,PATCH,95,68193
1570624646391,LTFGQMXDW4NK,PATCH,3886,70783
1570624643332,LTFGQMFERZ4D,PATCH,967,70985
1570624433450,LTFGQMW04LC0,CREATE,4783,32291
1570624715946,LTFGQN0R6691,CREATE,2049,27500
1570624715735,LTFGQMZODEJY,PATCH,256,27774
1570624715429,LTFGQMXWR24L,PATCH,1227,20080
1570624644019,LTFGQMWSQCA4,PATCH,1599,71084
1570624644058,LTFGQMW9JSB7,PATCH,1236,61984
1570624644016,LTFGQMWQ4CBF,PATCH,1561,70279
1570624565652,LTFGQMNBNFS3,PATCH,227,110074
1570624436798,LTFGQKWGJTTT,PATCH,2240,24252
1570624437650,LT4ANECJXDSH8,PATCH,2172,26201
1570624426268,LT4ANE8C2UCQ4,PATCH,826,50394
1570624437899,LTFGQMOO6XRF,PATCH,204,28691
1570624426185,LTFGQLDN5X90,PATCH,573,39710
1570624426326,LTFGQMGXHOKL,PATCH,862,48068
1570624426462,LTFGQMF0JWPV,PATCH,973,46000
1570624654865,LT4ANEDS7ZEDO,CREATE,3879,59088
1570624655078,LT4ANEDSETBRS,CREATE,4068,58145
1570624655240,LTFGQMXJGGSL,PATCH,920,51874
1570624654863,LTFGQMVNUCCR,PATCH,3933,59202
1570624654496,LTFGQMN9G0IH,PATCH,3596,59825
1570624655228,LTFGQMX4FUOC,PATCH,1136,53847
1570624655314,LT4ANEB8VX4WK,PATCH,809,58212
1570624654913,LT4ANDVJHIF0U,UPDATE,1629,51507
1570624655076,LTFGQMN46M52,PATCH,3995,57144
1570624644423,LTFGQMRVTT9Y,PATCH,1640,63344
1570624434147,LT4ANECT8T36G,UPDATE,950,31148
1570624644457,LT4ANECYDIABQ,PATCH,1982,70250
1570624644461,LTFGQMNTX84I,PATCH,1961,69348
1570624712837,LTFGQMJCI7N6,PATCH,1930,36353
1570624712956,LTFGQMDE14X8,UPDATE,1970,31865
1570624642163,LTFGQMWUPEFJ,PATCH,127,70132
1570624437521,LTFGQMW7WPDB,CREATE,2945,23293
1570624437446,LTFGQMW4EQJV,PATCH,653,28797
1570624437521,LTFGQMOM26BT,PATCH,2943,23026
1570624437650,LTFGQMR21SDC,PATCH,2182,29165
1570624437649,LTFGQMMUQLJK,PATCH,524,21854
1570624431559,LT4ANEB09OAXI,PATCH,2174,39915
1570624431559,LT4ANECH1WNKS,PATCH,1161,26531
1570624714874,LTFGQM1U0IZF,UPDATE,740,21510
1570624431730,LT4ANEC0MEB52,PATCH,3136,34811
1570624431717,LTFGQMTNPXTY,PATCH,3128,35386
1570624432251,LTFGQM4G9C55,PATCH,3616,33148
1570624432251,LT4ANECVPWXFM,CREATE,3596,32999
1570624634718,LTFGQKXM07KW,UPDATE,490,79662
1570624639492,LTFGQME75DAZ,PATCH,1661,72761
1570624713242,LTFGQN0P676X,PATCH,513,28024
1570624713242,LT4ANECLRJOXO,PATCH,1846,29892
1570624645630,LTFGQMWWWH4D,PATCH,3080,69177
1570624645498,LTFGQME75DAZ,PATCH,2976,69394
1570624709802,LTFGQN0FBQE7,CREATE,2082,41251
1570624709745,LTFGQMZN3AUO,PATCH,2275,42095
1570624709801,LT16YHZX6BVP5S,CREATE,2224,41395
1570624709862,LT4ANEDRQ7V8G,PATCH,2001,39641
1570624709768,LTFGQMP9WY7I,PATCH,2299,42360
1570624709801,LTFGQMZ0EJ9N,PATCH,2226,41464
1570624709689,LTFGQMO7P04N,PATCH,2339,43073
1570624710310,LT4ANEA7TQM5A,PATCH,458,40153
1570624657577,LTFGQICXLL14,UPDATE,1626,52078
1570624658568,LTFGQMXON85X,PATCH,2165,44853
1570624659365,LTFGQMN9G0IH,PATCH,2997,46465
1570624659883,LTFGQFAP0QP9,UPDATE,3771,50349
1570624659631,LT4ANEDV3X4II,CREATE,3247,46396
1570624438635,LTFGQLUE2E9E,PATCH,383,12683
1570624439008,LTFGQMN4GV3I,PATCH,918,19002
1570624438616,LTFGQHKLLBT0,PATCH,595,20072
1570624438614,LTFGQMG46G7L,PATCH,575,19576
1570624438569,LTFGQMN9G0IH,PATCH,561,20156
1570624438818,LTFGQMWB9Q9I,CREATE,738,18943
1570624438634,LTFGQF9SU1GH,UPDATE,381,12532
1570624641087,LT4ANEAXZC200,PATCH,3317,71725
1570624430541,LTFGQMRNOJNC,PATCH,2142,38773
1570624642037,LTFGQMT5PROW,PATCH,6649,72311
1570624641875,LTFGQMSUL9AM,PATCH,4245,75868
1570624642042,LTFGPZHMWNKZ,PATCH,640,72407
1570624645962,LTFGQJMMH5PD,UPDATE,3181,65476
1570624646475,LTFGQMWX8A1X,PATCH,87,68232
1570624646390,LTFGQHJVQUI6,PATCH,837,68659
1570624436254,LTFGQMSCJAYL,PATCH,1563,18281
1570624433450,LTFGQMW03WRO,CREATE,4784,32322
1570624715428,LT4ANEAOM6A3C,UPDATE,1261,21922
1570624426185,LTFGQMDKHSZ6,PATCH,571,38210
1570624710546,LTFGQN0E19GF,PATCH,558,43841
1570624433858,LTFGQMVYQZJU,CREATE,5225,35014
1570624715429,LT4ANEDBVSXGG,PATCH,1258,20363
1570624715428,LT4ANEE8DU63U,CREATE,1260,21922
1570624715926,LTFGQMQU73OK,PATCH,2030,27509
1570624426270,LTFGQMHBF741,UPDATE,646,38028
1570624434029,LTFGQMU5GBZK,PATCH,5553,39779
1570624644016,LTFGQMHVH96Z,PATCH,1570,70317
1570624426422,LTFGQMVNJGWL,CREATE,950,46404
1570624426422,LTFGQMVMKEK1,CREATE,957,48039
1570624427480,LT4ANECT8T36G,CREATE,1939,43196
1570624428065,LTFGQMHVEYG1,PATCH,797,47612
1570624427451,LTFGQMT52CZJ,PATCH,1909,43035
1570624637316,LTFGQMO4OMUD,UPDATE,2362,75586
1570624427637,LTFGQMKBDKRY,PATCH,2036,41438
1570624434145,LTFGQMFZWY2D,PATCH,5596,39206
1570624434356,LTFGQMU5GBZK,PATCH,327,37182
1570624717249,LTFGQM1BQWSX,UPDATE,1420,27101
1570624645302,LTFGQBKDDL7M,PATCH,1911,71877
1570624645613,LTFGQMLYJTJZ,UPDATE,3065,69312
1570624645687,LT4ANED7VFQQW,PATCH,947,65419
1570624636837,LT4ANE9C3DIFY,PATCH,1890,75479
1570624427480,LTFGQMVPUV6B,CREATE,1941,43570
1570624427451,LTFGQMVQHZG9,CREATE,1899,42465
1570624427607,LT4ANEAUH9AXS,UPDATE,2044,42605
1570624428067,LTFGQMGXHOKL,PATCH,858,49016
1570624428151,LTFGQMC9QA3H,PATCH,1283,43172
1570624428146,LT4ANE6QF5XYC,PATCH,466,39722
1570624649735,LTFGQLXJBH01,UPDATE,2791,62640
1570624650255,LTFGQMZ07EO3,CREATE,3512,67562
1570624650336,LTFGQMZ0N9V0,CREATE,3585,66906
1570624650358,LT4ANED71PQUM,PATCH,3129,59508
1570624650417,LTFGQLJMXH9B,UPDATE,3140,57502
1570624556101,LTFGQMWRY8FS,CREATE,65578,108211
1570624650645,LTFGQMX44LQB,PATCH,594,58890
1570624556138,LTFGQMWQ4CBF,CREATE,65798,111320
1570624556107,LTFGQMVOCQOR,PATCH,65574,107710
1570624556289,LTFGQME9VW87,PATCH,65960,112931
1570624556759,LT4ANE8YY8V4O,PATCH,66362,111483
1570624660404,LTFGQMJXPJL7,PATCH,2375,46539
1570624437315,LTFGQMSLKVL3,PATCH,2795,26578
1570624437583,LTFGQMW85SN3,CREATE,3004,22931
1570624437617,LTFGQMW8SZFR,CREATE,2980,21882
1570624437804,LTFGQMHV88MH,PATCH,364,19473
1570624638448,LTFGQMTFNRMR,PATCH,2986,66396
1570624429248,LTFGQMVT38KL,CREATE,936,39907
1570624714878,LTFGQMTFNRMR,PATCH,1058,28594
1570624714818,LTFGQMY51Y6H,PATCH,997,28483
1570624568281,LTFGQMQNY7IO,PATCH,2157,109236
1570624568423,LTFGQM9VPN7R,PATCH,2172,107752
1570624568130,LTFGQMRM8E67,PATCH,2239,110716
1570624568015,LTFGQMWX8A1X,CREATE,2216,111255
1570624568042,LTFGQL2I0JCA,PATCH,2191,110981
1570624662114,LTFGQMO5RGDR,PATCH,513,48290
1570624662118,LTFGQMLODSQM,PATCH,635,52421
1570624569121,LT4ANED5OG0OM,UPDATE,812,105546
1570624568972,LTFGQMW6SB8P,PATCH,799,107518
1570624568972,LTFGQL0K4P5E,PATCH,705,108683
1570624649459,LTFGQMZ1C0L0,CREATE,2669,64876
1570624558820,LTFGQMNBNFS3,PATCH,666,113419
1570624559336,LTFGQMNBNFS3,PATCH,133,110346
1570624426868,LTFGQMC9QA3H,PATCH,1367,45175
1570624426919,LTFGQMV8T63Q,PATCH,1399,44357
1570624637677,LTFGQMPSGMJT,PATCH,2615,73783
1570624426874,LT16YHUAMBNH34,UPDATE,1356,44645
1570624637630,LTFGQMSUL9AM,PATCH,2647,74838
1570624427268,LTFGQMHVEYG1,PATCH,1125,47214
1570624427266,LTFGQMEAWGQC,PATCH,1140,48254
1570624637315,LTFGQMF9XYSP,UPDATE,2397,77565
1570624427679,LTFGQMSYXA1X,PATCH,2091,42326
1570624428146,LTFGQMVR87ZR,UPDATE,500,39644
1570624645819,LTFGQMYNO2NL,UPDATE,3129,67400
1570624435375,LTFGQMW3QPPE,CREATE,966,28141
1570624435458,LTFGQM4XKOWX,PATCH,1008,27628
1570624435478,LT4ANECJXDSH8,PATCH,1031,28142
1570624436247,LTFGQMND5CIW,PATCH,1840,29052
1570624649520,LTFGQMVH3JSM,PATCH,2666,63707
1570624649734,LTFGQMZ2ASDR,CREATE,2851,63516
1570624438605,LTFGQLVX6IEI,PATCH,355,12880
1570624439073,LTFGQMG44UDI,UPDATE,976,19028
1570624438618,LTFGQMWAGI99,CREATE,584,20067
1570624439008,LTFGQMIP3QFU,PATCH,912,18978
1570624712462,LTFGQMIPC5LC,PATCH,1598,37675
1570624637852,LTFGQME9VW87,PATCH,2689,71636
1570624649460,LTFGQMX4G7ZA,PATCH,2668,64873
1570624715429,LTFGQMV37YQL,PATCH,1260,21633
1570624649735,LT4ANE90HNI2U,UPDATE,2805,62989
1570624716004,LTFGQME6WNNG,PATCH,2063,27089
1570624650051,LTFGQMX44LQB,PATCH,3007,62688
1570624650095,LTFGQMJR5G2X,PATCH,2982,61302
1570624650049,LTFGQJEC753K,UPDATE,3075,62928
1570624650360,LTFGQMYILQB0,UPDATE,3116,59478
1570624650373,LT4ANEDB5UMC6,PATCH,3128,59139
1570624650388,LTFGQMZ4Q9WR,CREATE,3206,60102
1570624650514,LTFGQMU5GBZK,PATCH,3241,58542
1570624650598,LTFGQMQ4FQJ8,PATCH,523,61284
1570624650552,LTFGQMJR5G2X,PATCH,456,59824
1570624650647,LTFGQMZ0IY6C,PATCH,389,67160
1570624556229,LTFGQMWP5PJT,CREATE,65901,113026
1570624556200,LTFGQMMFHL7U,PATCH,65881,114888
1570624650730,LT4ANEC5W0C0S,PATCH,370,57787
1570624650417,LT4ANEDRQ7V8G,CREATE,3141,57621
1570624650417,LTFGQMZ1C0L0,UPDATE,958,58526
1570624650514,LTFGQMV47V11,PATCH,3334,60607
1570624664922,LTFGQMFDCCYV,PATCH,2147,42737
1570624712893,LT4ANEE632R8C,CREATE,1914,33287
1570624712957,LTFGQM9YGFK7,PATCH,1934,31848
1570624712995,LTFGQMPGX31P,PATCH,1959,31865
1570624639492,LTFGQMDF9HR3,PATCH,1641,72554
1570624713143,LT4ANEA7GL68Q,UPDATE,1823,30120
1570624713052,LTFGQN0NI8EE,CREATE,1986,30760
1570624713242,LTFGQMP655J5,PATCH,1919,30142
1570624713443,LTFGQMPGX31P,PATCH,448,30454
1570624437123,LTFGQMUMHL00,PATCH,2564,24220
1570624437584,LTFGQHKLLBT0,PATCH,3004,22363
1570624437649,LTFGQMUMHL00,PATCH,526,21802
1570624437479,LTFGQMUC81FZ,UPDATE,2907,24117
1570624437649,LT16YHUAMBNH34,UPDATE,2995,21851
1570624437479,LTFGQMQ3AYSD,UPDATE,2910,24022
1570624712740,LTFGQN0J2X0R,CREATE,1873,37878
1570624712740,LT4ANEDRQ7V8G,PATCH,1874,37906
1570624712893,LTFGQMO18287,PATCH,1910,33047
1570624713051,LTFGQM8XNOPE,PATCH,2002,31409
1570624639492,LTFGQMQ146G0,PATCH,1663,71840
1570624713346,LTFGQMZODEJY,PATCH,505,34498
1570624713242,LT4ANECO4B7ME,PATCH,412,32062
1570624434230,LTFGQMVXVG8N,CREATE,5612,36851
1570624434230,LTFGQMGX7P6K,PATCH,5673,39145
1570624644456,LTFGQMZ02P3B,CREATE,1631,61987
1570624434356,LTFGQMN9G0IH,PATCH,267,37532
1570624645553,LTFGQHJVQUI6,PATCH,3040,69652
1570624561734,LTFGQMUMHL00,PATCH,2003,111434
1570624637850,LTFGQMYQACK9,CREATE,2712,71796
1570624637676,LTFGQMYOTN43,CREATE,2691,74106
1570624637829,LTFGQMQ146G0,PATCH,2745,72304
1570624637682,LTFGQMJBRXBX,PATCH,2609,73229
1570624712461,LTFGQMHGK9GC,UPDATE,1600,37707
1570624712454,LT16YHZXGR32YK,CREATE,1595,37742
1570624712539,LTFGQLJKEGW2,UPDATE,1103,28826
1570624638448,LTFGQMYSPMKN,CREATE,3002,68346
1570624564694,LT4ANE9JIFBL6,PATCH,4794,111855
1570624564635,LTFGQMUEN6EV,PATCH,4810,113445
1570624653710,LT4ANEDRSNKM8,CREATE,2861,60446
1570624564634,LTFGQMVOCQOR,PATCH,4871,113661
1570624564885,LT4ANEBS822QM,PATCH,4858,110823
1570624565427,LTFGQMAW7X8U,PATCH,409,112335
1570624565533,LTFGQMWVOQJN,PATCH,581,111271
1570624565188,LT4ANECOW86V8,PATCH,554,111969
1570624565387,LTFGQMWV5GZ4,CREATE,5418,112111
1570624564879,LT4ANED4NY3RA,CREATE,4890,111535
1570624564980,LT4ANEBJ9GS9M,PATCH,4919,110274
1570624429250,LTFGQMVTS933,CREATE,901,38745
1570624429345,LTFGQMHAV1WF,PATCH,998,39206
1570624712707,LTFGQM2IMI9E,PATCH,1228,27829
1570624665136,LTFGQM72JL2Z,PATCH,2045,41096
1570624641127,LTFGQMWTKMLX,PATCH,3845,75223
1570624430398,LT4ANECH1WNKS,PATCH,1684,26251
1570624641127,LTFGQMWUPEFJ,PATCH,5882,74280
1570624650810,LTFGQMQ4FQJ8,PATCH,212,60069
1570624559014,LT4ANE7SHL2UC,PATCH,67969,117164
1570624641601,LTFGQM7QKAVV,UPDATE,6253,72207
1570624641430,LT4ANEDNTULKI,CREATE,6102,72211
1570624559675,LT4ANE7SHL2UC,PATCH,89,110747
1570624641567,LTFGQMSW78VC,PATCH,6220,72227
1570624641452,LTFGQMYRI8AK,CREATE,6200,73369
1570624642150,LTFGPZHMWNKZ,PATCH,108,72208
1570624665206,LTFGQMKZ006J,PATCH,2065,40237
1570624665551,LTFGQMXU65FU,PATCH,3231,49672
1570624558877,LTFGQMW5B73F,PATCH,64760,109924
1570624559299,LT4ANE7SHL2UC,PATCH,285,116542
1570624438612,LTFGQMUIGAH7,PATCH,557,19352
1570624438653,LTFGQMHAV1WF,PATCH,574,18788
1570624438873,LT4ANE91H2AZ2,UPDATE,792,18966
1570624438639,LTFGQMW03WRO,PATCH,569,18870
1570624654319,LT4ANECZRE1E6,PATCH,2956,52112
1570624654090,LTFGQMZABJA0,CREATE,2870,54403
1570624654381,LTFGQMXCGDMD,PATCH,3163,54775
1570624654094,LTFGQMZACG3F,CREATE,2871,54372
1570624654319,LTFGQMZBCSSF,CREATE,2958,52903
1570624654863,LTFGQMXAGGX6,PATCH,3931,59172
1570624655304,LTFGQMH7OLTY,PATCH,835,58155
1570624561712,LTFGQMUJNS4T,PATCH,1961,111209
1570624649734,LTFGQL0K4P5E,PATCH,2855,63687
1570624649735,LTFGQJ6O8NNR,UPDATE,2806,62991
1570624650049,LT4ANEBEZBFN8,PATCH,3072,62691
1570624650075,LT4ANE9BGM5D4,PATCH,3029,61420
1570624650256,LTFGQMZ0EWYU,CREATE,3507,67212
1570624712770,LT4ANEDWBOWW4,PATCH,1898,37761
1570624712770,LTFGQMOZHE21,PATCH,1902,37830
1570624429528,LTFGQMHGX8FK,PATCH,1164,38972
1570624712746,LTFGQMJQOA5A,PATCH,1304,28150
1570624712832,LTFGQMXUW6L0,PATCH,1931,36781
1570624713142,LTFGQMWMRXIV,PATCH,1976,30340
1570624713242,LTFGQMXH8268,PATCH,1828,29604
1570624713297,LT4ANEBPLQG98,UPDATE,486,36437
1570624713578,LT4ANECO4B7ME,PATCH,336,30342
1570624713399,LTFGQMZPDDQT,PATCH,562,34505
1570624667771,LTFGQMBV9NU6,PATCH,494,46845
1570624665947,LT16YHZUURE88W,CREATE,3498,48064
1570624665807,LTFGQMNON7MX,PATCH,885,41745
1570624666000,LTFGQMZL5W70,CREATE,3549,48108
1570624666731,LT4ANEDFC2QL0,PATCH,906,46656
1570624666000,LTFGQMIPC5LC,PATCH,3358,45099
1570624666719,LT4ANEDDXMW78,PATCH,912,46638
1570624666719,LT4ANEDDXMW78,PATCH,912,46638
1570624564235,LTFGQMF7O4UA,PATCH,4338,111737
1570624561331,LTFGQMUUPXFU,PATCH,1627,111885
1570624561540,LTFGQMWTKMLX,CREATE,1784,110922
1570624564235,LTFGQMWUPEFJ,CREATE,4336,111715
1570624645687,LTFGQFC1IZZV,PATCH,3134,69032
1570624645819,LTFGQLLSNTG8,PATCH,3130,67500
1570624645962,LTFGQBKDDL7M,PATCH,660,71842
1570624645889,LTFGQMJQS47T,PATCH,3138,66522
1570624646388,LTFGQMWX8A1X,PATCH,3893,71360
1570624436254,LTFGQMN4GV3I,PATCH,1569,18310
1570624436266,LTFGQMLIPZH3,UPDATE,1574,18029
1570624436267,LTFGQM3879SD,PATCH,1583,18411
1570624658033,LTFGQMR21SDC,PATCH,1803,46564
1570624658032,LT4ANEBV1Y2DO,PATCH,1851,47377
1570624659040,LTFGQMZHGDBR,CREATE,2806,47380
1570624659845,LTFGQMVH3JSM,PATCH,3783,52067
1570624659631,LTFGQM2U1E8E,PATCH,3259,46715
1570624659904,LTFGQMF0JWPV,PATCH,3762,49406
1570624660404,LTFGQMR21SDC,PATCH,2371,46726
1570624565265,LTFGQMQTQ0OA,PATCH,5364,112351
1570624565160,LT4ANECYDIABQ,PATCH,1221,109734
1570624564879,LTFGQMWV757L,CREATE,4868,111535
1570624564983,LTFGQMUUPXFU,PATCH,3651,111747
1570624564983,LT4ANE8BOJIS0,PATCH,4879,109789
1570624564885,LTFGQMKHWUJF,PATCH,4860,111308
1570624564952,LTFGQMWVOQJN,CREATE,4903,110786
1570624653758,LTFGQMW8TUKZ,UPDATE,2902,60263
1570624564879,LTFGQL23IPT2,UPDATE,4864,111496
1570624564885,LTFGQKBDKYOJ,UPDATE,4862,111501
1570624564634,LT4ANECOW86V8,PATCH,4866,113492
1570624565445,LTFGQMFMH1FI,PATCH,464,109936
1570624653757,LTFGQMZ6N58J,CREATE,2890,60256
1570624564879,LTFGQKUGXS9T,UPDATE,4906,111590
1570624565160,LT4ANE7SHL2UC,PATCH,542,110871
1570624564981,LTFGQMFMH1FI,PATCH,4887,110030
1570624564981,LTFGQMQUWEXZ,PATCH,4917,110171
1570624565188,LTFGQMRM8E67,PATCH,555,109442
1570624650341,LT4ANE8SGKL9A,UPDATE,3157,59681
1570624650341,LTFGQMI5CINP,UPDATE,3156,59637
1570624650514,LT4ANEBOYB1MK,PATCH,3746,66071
1570624430400,LTFGQMQ7UPD7,PATCH,1684,25358
1570624430105,LT4ANECWCAM1O,CREATE,1394,27096
1570624430104,LTFGQMW1828L,CREATE,1394,27105
1570624430541,LT4ANEB678APY,PATCH,2139,38148
1570624668945,LT4ANEDY10ZO4,CREATE,938,38057
1570624642348,LTFGPZHMWNKZ,PATCH,102,70388
1570624642246,LTFGPZHMWNKZ,PATCH,96,71739
1570624668686,LT4ANEDXPWW4U,CREATE,723,39664
1570624668643,LT4ANECLQ23WW,PATCH,711,41423
1570624668722,LTFGQMZSS14G,CREATE,739,38043
1570624668603,LTFGQMJQJJHR,PATCH,223,38768
1570624670182,LTFGQMIPC5LC,PATCH,2114,37723
1570624670172,LTFGQMNON7MX,PATCH,2106,38335
1570624714818,LTFGQMKTO9HV,PATCH,1033,28863
1570624714879,LTFGQMFMYENW,UPDATE,744,21455
1570624436793,LT4ANE78LSAOQ,PATCH,2390,30518
1570624431717,LT4ANE95EPXCK,PATCH,3157,36102
1570624436795,LT4ANECG6ERUE,PATCH,2251,25782
1570624437290,LTFGQMW02PNS,UPDATE,2787,28066
1570624436796,LTFGQMUL1U9N,PATCH,2251,25299
1570624437439,LTFGQMT824JU,PATCH,2865,23427
1570624437692,LT4ANE8I6CW8O,PATCH,3192,28499
1570624437617,LTFGQMW8TUKZ,CREATE,2976,21823
1570624437617,LTFGQMFSBMKT,PATCH,2965,21821
1570624437695,LTFGQMOO6XRF,PATCH,3224,29865
1570624556157,LTFGQLYFDKL8,PATCH,62859,112072
1570624660525,LT4ANEDUAPZHW,CREATE,4460,52194
1570624660604,LTFGQMZG5QYE,CREATE,4535,51118
1570624577064,LT4ANE9TO6K6U,PATCH,410,109318
1570624576694,LTFGQMP32IZN,PATCH,6934,110220
1570624576874,LTFGQML8MYZS,PATCH,6840,106576
1570624576899,LTFGQMUIURZZ,PATCH,6866,106699
1570624577154,LTFGQM5PLSE7,UPDATE,217,109462
1570624654469,LTFGQMZ6T8R4,CREATE,3595,60674
1570624654496,LTFGQM0U7E86,PATCH,3603,59941
1570624655075,LTFGQMOO6XRF,PATCH,3998,57820
1570624654382,LTFGQMFANXWM,PATCH,2934,51060
1570624655314,LTFGQMXFQQI5,PATCH,453,58309
1570624654129,LT4ANEDBVSXGG,PATCH,2904,53979
1570624655506,LTFGQMH7OLTY,PATCH,202,51917
1570624650810,LTFGQHKLLBT0,PATCH,295,60099
1570624559203,LTFGQMNBNFS3,PATCH,383,112520
1570624643391,LTFGQBKDDL7M,PATCH,1024,71042
1570624643393,LTFGQKXHVV4R,UPDATE,977,70499
1570624433450,LTFGQME9VW87,PATCH,2517,34515
1570624715829,LTFGQM1BQWSX,UPDATE,1958,28470
1570624644058,LTFGQL2I0JCA,PATCH,1234,61639
1570624438605,LTFGQMVJSPN1,UPDATE,637,20194
1570624438651,LTFGQMQ3AYSD,UPDATE,578,18797
1570624438637,LT4ANE4F7973Y,UPDATE,668,20225
1570624654320,LTFGQMXJGGSL,PATCH,2883,51806
1570624655241,LTFGQMN9G0IH,PATCH,745,58637
1570624661483,LTFGQMLODSQM,PATCH,1638,52746
1570624654913,LT4ANE9RNXLA8,PATCH,3848,57737
1570624568130,LT4ANE8BOJIS0,PATCH,2162,110629
1570624661144,LTFGQMZF2Q8V,CREATE,5108,53479
1570624655078,LTFGQMUC9DLD,PATCH,3927,56793
1570624568014,LTFGQMWWWH4D,CREATE,2221,111808
1570624654865,LTFGQIPAC73M,UPDATE,3864,58928
1570624654469,LT4ANEBS7211Y,PATCH,3597,60756
1570624568640,LTFGQMS92ZS3,PATCH,2246,106126
1570624643332,LTFGQHKLLBT0,PATCH,512,61846
1570624433858,LTFGQMVQHZG9,UPDATE,5194,32760
1570624715402,LTFGQMZABJA0,PATCH,1578,28772
1570624715422,LTFGQMV4VODR,UPDATE,1595,28167
1570624715861,LTFGQMOS8SZT,UPDATE,1968,28450
1570624716004,LT4ANE5LPEGV2,PATCH,2072,27165
1570624714652,LTFGQN0PJHK9,CREATE,911,28908
1570624714817,LTFGQN0PDLCX,CREATE,1081,29379
1570624431558,LTFGQMEAWGQC,PATCH,1173,26457
1570624432230,LTFGQM7U6ACJ,UPDATE,3572,31329
1570624649493,LT4ANED7ADN1C,PATCH,2697,64546
1570624649492,LTFGQMDSC0GY,UPDATE,2697,64874
1570624650049,LTFGQMT76229,PATCH,3074,62921
1570624650258,LT4ANECAMIBK0,PATCH,3504,66750
1570624657578,LTFGQMOM26BT,PATCH,1631,53308
1570624658032,LT4ANECDV26JK,PATCH,1847,47097
1570624658751,LTFGQMO5RGDR,PATCH,703,47098
1570624659726,LT4ANEDABQ408,PATCH,686,46029
1570624660026,LTFGQLX29963,PATCH,2687,44607
1570624561331,LT4ANEBWCXT6A,PATCH,1200,105994
1570624561529,LT4ANE7SHL2UC,PATCH,1803,112005
1570624561330,LTFGQMNF5UR7,PATCH,1581,110911
1570624561712,LTFGQMUUI93Z,PATCH,1572,106184
1570624716127,LTFGQMPGX31P,PATCH,2184,27149
1570624434089,LTFGQMTNPXTY,PATCH,2372,35126
1570624434087,LTFGQMU121AA,PATCH,5565,39776
1570624644740,LT4ANED7VFQQW,PATCH,2144,66665
1570624434142,LTFGQMVQINPR,UPDATE,5616,39437
1570624644458,LT4ANEDOO2PV2,CREATE,1977,70164
1570624434303,LTFGQMVQHZG9,UPDATE,445,29299
1570624644616,LT4ANEBOYB1MK,PATCH,2034,66908
1570624434356,LTFGQMU1EN0U,PATCH,272,37187
